destination_Home,destination_No Urgent Place,destination_Work,passanger_Alone,passanger_Friend(s),passanger_Kid(s),passanger_Partner,weather_Rainy,weather_Snowy,weather_Sunny,temperature_30,temperature_55,temperature_80,time_10AM,time_10PM,time_2PM,time_6PM,time_7AM,coupon_Bar,coupon_Carry out & Take away,coupon_Coffee House,coupon_Restaurant(20-50),coupon_Restaurant(<20),expiration_1d,expiration_2h,gender_Female,gender_Male,age_21,age_26,age_31,age_36,age_41,age_46,age_50plus,age_below21,maritalStatus_Divorced,maritalStatus_Married partner,maritalStatus_Single,maritalStatus_Unmarried partner,maritalStatus_Widowed,education_Associates degree,education_Bachelors degree,education_Graduate degree (Masters or Doctorate),education_High School Graduate,education_Some High School,education_Some college - no degree,occupation_Architecture & Engineering,occupation_Arts Design Entertainment Sports & Media,occupation_Building & Grounds Cleaning & Maintenance,occupation_Business & Financial,occupation_Community & Social Services,occupation_Computer & Mathematical,occupation_Construction & Extraction,occupation_Education&Training&Library,occupation_Farming Fishing & Forestry,occupation_Food Preparation & Serving Related,occupation_Healthcare Practitioners & Technical,occupation_Healthcare Support,occupation_Installation Maintenance & Repair,occupation_Legal,occupation_Life Physical Social Science,occupation_Management,occupation_Office & Administrative Support,occupation_Personal Care & Service,occupation_Production Occupations,occupation_Protective Service,occupation_Retired,occupation_Sales & Related,occupation_Student,occupation_Transportation & Material Moving,occupation_Unemployed,income_$100000 or More,income_$12500 - $24999,income_$25000 - $37499,income_$37500 - $49999,income_$50000 - $62499,income_$62500 - $74999,income_$75000 - $87499,income_$87500 - $99999,income_Less than $12500,Bar_1~3,Bar_4~8,Bar_gt8,Bar_less1,Bar_never,CoffeeHouse_1~3,CoffeeHouse_4~8,CoffeeHouse_gt8,CoffeeHouse_less1,CoffeeHouse_never,CarryAway_1~3,CarryAway_4~8,CarryAway_gt8,CarryAway_less1,CarryAway_never,RestaurantLessThan20_1~3,RestaurantLessThan20_4~8,RestaurantLessThan20_gt8,RestaurantLessThan20_less1,RestaurantLessThan20_never,Restaurant20To50_1~3,Restaurant20To50_4~8,Restaurant20To50_gt8,Restaurant20To50_less1,Restaurant20To50_never,has_children,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
0.42669924605365567,0.545043791543336,0.36240282151365255,0.5131393608446629,0.5938364578105618,0.32392265753075056,0.29714469749670946,0.2650108565450482,0.2646401997112849,0.4572823998629089,0.40468685074810834,0.5768629757491416,0.6380948557851028,0.5911197720099002,0.5725043636569156,0.46114347200461075,0.7237237560561374,0.3625621993413762,1.127070675625505,1.2356950353519804,1.1202954024119685,0.5949955104625282,1.1235268958217064,0.8257930404305707,0.8118934579491561,0.6324928592294822,0.6339143946091801,0.5768040488717638,0.5758761297388687,0.5415181196714993,0.437138409724975,0.35081910807447325,0.25962927295356797,0.4618755301504551,0.20526224244079108,0.18552184887759962,0.5913439470703016,0.6164485600708953,0.5221840321024095,0.0743031549221179,0.3630953697682436,0.7098815798327369,0.500533954245677,0.3206550125453402,0.03810079196527749,0.6684797136390117,0.15109641135341012,0.2941051329647613,0.024111437808718147,0.23343022028674615,0.11535979282527214,0.4732466198434072,0.0928328848444831,0.3859313673158745,0.026987423026511012,0.13868982592073484,0.1583088396352461,0.1424053452740022,0.09650145755892613,0.1568383397859968,0.1427822248395062,0.3196664896537955,0.2622976875206973,0.09763023071898519,0.05421581618196163,0.08619147588207642,0.22259715497710056,0.4638872612510878,0.4951002026201564,0.12949813806162186,0.5240498994074553,0.4949047649151648,0.4935108312663825,0.5458224033341493,0.5626635594670357,0.518612690627049,0.3661013905003624,0.3876115545410038,0.3861419826871068,0.3206276483288902,0.611868053824622,0.39816253200268814,0.19525900775653393,0.6324461354617258,0.9273261384637569,0.7051318648532051,0.5055894424649946,0.4061215420876378,0.6347530794810733,1.0835323197030937,0.6969788694100966,0.6810554314303919,0.40278055886351544,0.5263249074315003,0.08261483519227728,0.7127589276326789,0.6307589935371073,0.32795312679861316,0.5203915133065323,0.10061490801837941,0.6289011028683519,0.2994806990323639,0.1160683686365297,0.7175940900950986,0.5215094233006894,0.656465288006031,1.0201843516561873,0.5607146623856996,0.4254580033449761,0.4224744849060249
